,_batch,cell_type,sub_cell_type,sp,individual,status,tissue,repeat,sample,Major cell type,Minor subset,used_in_NSCLC_immune,x_NSCLC_immune,y_NSCLC_immune
bcEMKN;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,774.5773163580095,-943.1254875554572
bcBJCO;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,889.3333633891149,-811.0261827605137
bcCUJW;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1327.2329572590197,-1080.2469143318954
bcGJFV;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1092.9557482620417,-976.7588392975572
bcCEPK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,969.4388723473668,-888.0855071631772
bcGDCY;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,935.0577547159525,-958.7788918101749
bcHKBG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1319.261884113433,-1077.313003211493
bcHXGX;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,986.3987245808348,-934.5732244030002
bcEPSX;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1074.5453429000224,-948.01487062827
bcFIID;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1048.117889860305,-944.4486895203036
bcEUTK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1361.2692320767474,-1052.5900345116431
bcGRLG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1332.226570247479,-1060.6386408322946
bcEIMB;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,848.9900300749089,-783.1966558575605
bcGNGA;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,661.1730279742892,-692.0020925939602
bcGRQZ;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,717.9035826164351,-971.289849522028
bcHTDG;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,702.7118802276865,-985.7223836306964
bcAWZM;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,993.4588850810773,-853.6733047852127
bcGBIJ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1123.8786419029364,-970.0785459032764
bcFJRD;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1015.1324956984354,-934.8412714685976
bcAOTN;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,497.7697652099064,-422.2576926080167
bcDMMN;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,708.5224374655718,-744.4008290486582
bcGKSW;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,786.9799361652865,-942.304048474124
bcACND;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1071.640686277025,-998.3931830830048
bcAFLG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1296.2646410589086,-1009.3597524352608
bcETJK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1095.678451681636,-1095.7061987572915
bcFGVV;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1201.9706811467315,-1123.2524073650882
bcHCXO;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1103.7104200482877,-983.4957131449856
bcATUQ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1062.2225937905562,-934.2900154355526
bcHVYF;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,923.5408747190004,-927.8997059517592
bcEYIR;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,796.2489151347759,-943.4769510241252
bcGPCN;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,926.482899118338,-926.8549715628766
bcALTE;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1047.6534847452228,-988.046636383552
bcHFZE;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,986.3296422155206,-978.5740078221072
bcFFNW;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,694.8791575162134,-735.2618128035997
bcECMI;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1151.263832634451,-937.1217154999872
bcALER;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1067.925803614186,-951.5964381360376
bcHZKL;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1063.6213446341235,-1003.899020764494
bcEEMN;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1070.9717875455497,-980.1525262735277
bcARMP;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1312.0662782467905,-1017.362149413544
bcHSIO;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1293.3205918277272,-1075.7187527211818
bcGJAJ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,909.4863437893064,-894.8633541302218
bcIBYM;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,1000.7668800557028,-934.3426097660904
bcFOSZ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1033.1133539594548,-955.2663565873248
bcIADE;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,911.9397981326456,-922.434111467122
bcACFC;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,848.7451088886287,-774.756708886922
bcHHOT;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,729.9712795537946,-640.6192546966353
bcIHVK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1015.58049134458,-928.003751354328
bcFHFV;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1105.9589564574012,-1015.3318857929456
bcGFBL;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,687.9126198632847,-693.9300525057523
bcDJLD;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,945.5422436285264,-920.3943470763874
bcDZKE;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,842.2365745513919,-738.5996527006531
bcHEYY;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,853.9937201455026,-765.0431115140169
bcEOEJ;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,917.8405803428932,-888.7805321760417
bcBMTP;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,962.0796427176982,-921.4371147662796
bcEBNG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,985.0103121716576,-969.7546691267116
bcFMZF;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,909.0426448317428,-907.446473957764
bcDOOT;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,855.5595206896312,-782.8522261872142
bcEBHX;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,861.6794300358605,-755.6230222152839
bcHVLD;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,856.2098280333385,-776.5081636268394
bcCLBP;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1083.3263515413128,-992.7818075524716
bcCHWP;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1080.068162131918,-937.407070180162
bcACLR;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,846.7922327084042,-801.179243564642
bcBYRC;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,777.2592583915483,-948.6882087958332
bcEYYK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1040.349954709673,-958.6801723888246
bcDURD;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1032.5232887676634,-949.1602902991976
bcIGAG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1030.685988918501,-940.7227612007152
bcGQZE;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1097.3363132634356,-978.7081835559324
bcGZPA;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,974.1445269747896,-907.1383261904648
bcHABW;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,940.7239611204596,-961.7507183874452
bcHGWP;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,460.3374706806837,-360.8340809092471
bcBOYM;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,993.4119091991066,-912.7109172343844
bcCBAX;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1113.5444069530702,-1096.0475062123517
bcFYOH;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,582.2067107917834,-676.1645311991218
bcBSUY;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,712.3567192956041,-757.40787155023
bcCZZV;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1224.696322209034,-991.9567612103624
bcDBBQ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1064.8015470478165,-954.6557969108952
bcGFSA;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,732.3258330386614,-665.0788798703397
bcEAFU;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,920.395596653163,-955.9716543022496
bcHEUK;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,461.61573484034056,-787.443014426897
bcFRWH;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,509.6427076485669,14.125171689103029
bcBEBD;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,805.3808288229311,-822.177330853174
bcAHOH;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1084.9986189938545,-1025.7691738366866
bcEZKT;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1051.758601852584,-960.4914082448488
bcGINV;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1260.7050670233996,-1033.8093597763714
bcETPN;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,707.4967281723292,-986.4016259863088
bcACXI;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,791.6461090121987,-717.4424166883949
bcBYZH;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,857.3332533222348,-763.2927181433258
bcELWA;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1108.8509745599324,-984.3355224358352
bcHIAS;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,850.6302489283032,-771.9937820776532
bcFGWI;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,994.6888457694548,-936.1369207085004
bcHOWY;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1083.23223157483,-963.662678855486
bcCFEQ;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,850.9139117091693,-778.6252535404808
bcCFZX;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1069.523656294653,-1003.4476067813812
bcFANT;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,705.336106442712,-984.1880475887996
bcBOUO;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1214.499842157296,-999.024133519526
bcIFLW;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,332.8049740143555,-279.66055381760145
bcETXK;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,693.8147299598345,-676.7844026846498
bcAZXC;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,825.6941623525348,-927.269858295608
bcFUHY;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1110.577290039272,-1075.474490885846
bcEVMM;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1066.4183683963645,-999.8726303040286
bcHEVS;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,849.3144676822575,-738.8774462252693
bcGKJF;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1158.3071159767103,-989.4604937886536
bcCMXP;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1006.516201128697,-922.084813297389
bcESHA;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1118.7504752368247,-946.301321757511
bcHRLS;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,864.0819233815307,-760.1583605792548
bcEFWX;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,741.9754927828668,-956.9799157271016
bcFLQQ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1050.1085839577613,-990.6793985751282
bcAHYY;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1038.796346202917,-951.3422830597508
bcEKPU;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,799.8591066111568,-929.5071521218506
bcAMTU;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1031.075171182423,-977.0692742093904
bcFMQN;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1077.2759548690094,-1006.0698519446232
bcFVXU;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,702.3064562978284,-596.5238199872981
bcDWBA;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1271.2799913308854,-1013.6227928776376
bcBTUF;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1050.3172331498204,-1081.235846462553
bcGEDD;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,787.27557640246,-918.8553647983048
bcDPWG;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1370.0625362112892,-1007.416999396759
bcDNHL;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1030.9673927200513,-937.4217049512148
bcEGDK;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,803.4038843460753,-684.1904472696797
bcFORK;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,758.2433707054039,-956.2063724165904
bcHIFC;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1004.1338508686342,-919.37101590369
bcHTFW;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,978.6056417406784,-928.2628686856908
bcHFTZ;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,889.2109117934282,-906.0124906502008
bcHOUL;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,984.0722081674124,-929.2924313566116
bcGFAD;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1063.0694275362573,-941.4984455281112
bcBAWS;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1034.031059460974,-944.8872355314832
bcDFZB;h3tl_2,h3tl_2,MoMacDC,DC3,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC3,True,656.3875289477252,-669.8663399433058
bcHBTH;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,840.7576640002724,-930.6995990677244
bcGREM;h3tl_2,h3tl_2,MoMacDC,DC1,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC1,True,763.4307645241571,-680.0430916577966
bcHDIW;h3tl_2,h3tl_2,pDC,pDC,human,h3,tumor,lung,2,p3t2,tpDC,tpDC,True,437.7789345705612,-796.2215659366698
bcHEUH;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1089.3143310860064,-1050.4811054955771
bcHGYA;h3tl_2,h3tl_2,MoMacDC,DC2,human,h3,tumor,lung,2,p3t2,tMoMacDC,tDC2,True,867.8132753273512,-918.854056358555
bcEEKM;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1261.5742111953202,-1029.9944054876364
bcFZEQ;h3tl_2,h3tl_2,MoMacDC,MonoDC,human,h3,tumor,lung,2,p3t2,tMoMacDC,tMonoDC,True,1258.184246480141,-997.7433447992
bcGCLT;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1095.420291829606,-1055.8533754467571
bcDUIM;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1009.0368579017749,-920.0422764654296
bcDGPQ;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,742.1902173410672,-662.0271014273562
bcEGCQ;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1218.762915964052,-1141.29412448651
bcIHBD;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1081.139637159931,-960.0672155725072
bcETBP;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,906.7017292315908,-921.9627640885424
bcGQRB;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,936.9759900282922,-954.9630179169986
bcFZEQ;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1187.8144629610017,-996.5668924595224
bcEZKT;h3tl_3,h3tl_3,MoMacDC,DC2,human,h3,tumor,lung,3,p3t3,tMoMacDC,tDC2,True,831.1579230413114,-764.8603289044728
bcGMPT;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1109.9891201569924,-965.0033604362204
bcCMWZ;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1050.7785150663976,-1002.495609084974
bcFJND;h3tl_3,h3tl_3,pDC,pDC,human,h3,tumor,lung,3,p3t3,tpDC,tpDC,True,442.0458767514568,-811.9659082282933
bcGWUI;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,981.5854882837016,-928.9004778042224
bcGIKV;h3tl_3,h3tl_3,MoMacDC,DC2,human,h3,tumor,lung,3,p3t3,tMoMacDC,tDC2,True,782.7793087332648,-940.2138763509352
bcELWA;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1059.2207179987845,-982.5384336493784
bcBZMY;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,946.588927512242,-914.5071655288804
bcHGGF;h3tl_3,h3tl_3,MoMacDC,DC2,human,h3,tumor,lung,3,p3t3,tMoMacDC,tDC2,True,864.3735589365335,-776.8693813389218
bcHZKL;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1067.7951073089143,-988.2648256593284
bcETJK;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1108.4733861804525,-1088.88295532904
bcDJSS;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1077.358001578366,-1008.5594868738248
bcHNTH;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,914.0775566069888,-912.9077681609108
bcHUHD;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,752.4617026804867,-665.2014593662725
bcHOUL;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1154.9950635785656,-951.3575429951104
bcHRWD;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,901.3624767155128,-895.1430293784009
bcGNGA;h3tl_3,h3tl_3,pDC,pDC,human,h3,tumor,lung,3,p3t3,tpDC,tpDC,True,818.0683959457549,-826.0320776494827
bcHABW;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1030.4476103259622,-957.1493004698004
bcGGRA;h3tl_3,h3tl_3,MoMacDC,DC3,human,h3,tumor,lung,3,p3t3,tMoMacDC,tDC3,True,720.7386080707796,-743.2982443238636
bcEMBK;h3tl_3,h3tl_3,pDC,pDC,human,h3,tumor,lung,3,p3t3,tpDC,tpDC,True,430.58340318053496,-843.8725852517504
bcDKVB;h3tl_3,h3tl_3,MoMacDC,MonoDC,human,h3,tumor,lung,3,p3t3,tMoMacDC,tMonoDC,True,1089.2134796034743,-1042.0324818415936
